Institution,course_number,Launch Date,Course Title,Instructors,Course Subject,Topics,Description,TopicsLearned,Year,Honor Code Certificates,Participants (Course Content Accessed),Audited (> 50% Course Content Accessed),Certified,% Audited,% Certified,% Certified of > 50% Course Content Accessed,% Played Video,% Posted in Forum,% Grade Higher Than Zero,Total Course Hours (Thousands),Median Hours for Certification,Median Age,% Male,% Female,% Bachelor's Degree or Higher
MITx,8.05x,02/10/2015,Mastering Quantum Mechanics,Barton Zwiebach,"Science, Technology, Engineering, and Mathematics",Physics,The course offers a sophisticated view of quantum mechanics and its proper mathematical foundation. It will give you the tools needed to do research in quantum mechanics and to understand many current developments.,"Review of wave mechanics. Variational principle. Spin operators and general spin one-half states. Elements of linear algebra: complex vector spaces and linear operators. Hermitian operators and unitary operators. Dirac bra-ket notation. The uncertainty principle and compatible operators., , Schrodinger equation as unitary time evolution. The Heisenberg picture of quantum mechanics. Coherent and squeezed states of the harmonic oscillator. Two-state systems. Nuclear magnetic resonance and the ammonia maser., , Multiparticle states and tensor products. Entanglement and quantum teleportation. The Einstein, Podolsky, Rosen paradox and Bell inequalities. Identical particles: bosons and fermions., , Angular momentum and central potentials. Representations of angular momentum. Hidden symmetries and degeneracies. Addition of angular momentum. Algebraic solution of the hydrogen atom., , More on Prerequisites",3,1,10932,1193,393,10.91,3.59,32.94,71.33,8.03,16.57,187.44,251.82,26,87.19,12.81,64.49
MITx,8.421.1x,09/21/2015,Atomic and Optical Physics: Resonance,"Wolfgang Ketterle, David E. Pritchard, Isaac Chuang","Science, Technology, Engineering, and Mathematics",Physics,"The first module, 8.421.1x, introduces resonance as an overarching theme of the course. You will deepen your understanding of the physics of resonance by examining systems using both classical and quantum techniques. Of special importance is the precession of a magnetic moments in time-dependent magnetic fields.","Classical and quantum resonances, Magnetic resonance, Classical and quantized spin in a magnetic field, A brief introduction to decoherence processes, as treated by the Bloch equations",4,1,6129,1478,199,24.11,3.25,13.46,69.15,3.9,10.2,18.64,24.68,26,86.64,13.36,68.83
MITx,8.421.2x,10/19/2015,Atomic and Optical Physics: Atomic structure and atoms in external field,"Wolfgang Ketterle, David E. Pritchard, Isaac Chuang","Science, Technology, Engineering, and Mathematics",Physics,"The second module, 8.421.2x, describes atomic structure, including electronic levels, fine structure, hyperfine structure and Lamb shift. You will then learn about how electric and magnetic fields shift atomic levels. The discussion of time-dependent electric fields prepares you for the interactions of atoms with light and for the dressed atom picture.","The structure of atoms, and how atoms behave in static magnetic and electric fields, The fine structure and the Lamb shift, Effects of the nucleus on atomic structure",4,1,1178,484,94,41.09,7.98,19.42,59.76,6.2,22.16,9.8,50.19,27,86.54,13.46,71.11
MITx,8.421.3x,11/16/2015,Atomic and Optical Physics: Atom-Light Interactions 1 -- Matrix elements and quantized field,"Wolfgang Ketterle, David E. Pritchard, Isaac Chuang","Science, Technology, Engineering, and Mathematics",Physics,"The third module, 8.421.3x, covers how atoms interact with light. First, dipole and higher order couplings are introduced, and concrete examples for selection rules and matrix elements are given. After quantizing the electromagnetic field and introducing photons, the Jaynes-Cummings model and vacuum Rabi oscillations are presented. Coherent and incoherent time evolution are discussed, also in the framework of Einstein's A and B coefficients.","spontaneous and stimulated emission, quantization of the radiation field, absorption and emission, line strengths, excitation by narrow and broadband light sources, selection rules",4,1,790,290,63,36.71,7.97,21.72,55.06,6.58,17.09,6.44,56.85,26,87.2,12.8,71.74
MITx,8.421.4x,12/14/2015,Atomic and Optical Physics: Atom-Light Interactions 2: Line Broadening and Two-Photon Transitions,"Wolfgang Ketterle, David E. Pritchard, Isaac Chuang","Science, Technology, Engineering, and Mathematics",Physics,"The fourth module, 8.421.4x, includes a comprehensive discussion of line broadening effects, including Doppler effect, sidebands for trapped particles, power broadening, and effects of interactions and collisions. The concept of two-photon transitions is relevant for Raman processes and light scattering.","The method of separated oscillatory fields, Doppler and recoil shifts, Spectral broadening, Doppler and pressure broadening, Stimulated and spontaneous Raman scattering",4,1,658,221,48,33.59,7.29,21.72,47.57,5.93,18.54,3.88,42.5,26,85.01,14.99,71.48
MITx,8.421.5x,01/15/2016,Atomic and Optical Physics: Coherence,"Wolfgang Ketterle, David E. Pritchard, Isaac Chuang","Science, Technology, Engineering, and Mathematics",Physics,"This fifth module, 8.421.5x, looks at a central theme of atomic physics - coherence. This includes coherence of single atoms for two-level systems and three-level systems, and coherence between atoms, which can result in superradiant behavior.","Three-level atomic systems, Electromagnetically induced transparency, Slow light, Superradiance",4,1,639,206,26,32.24,4.07,12.62,46.32,3.6,14.71,2.6,37.45,27,85.6,14.4,74.21
MITx,8.EFTx,09/16/2014,Effective Field Theory,Iain Stewart,"Science, Technology, Engineering, and Mathematics",Physics,"Effective field theory (EFT) provides a fundamental framework to describe physical systems with quantum field theory. In this course you will learn both how to construct EFTs and how to apply them in a variety of situations. We will cover the majority of the common tools that are used by different effective field theories. In particular: identifying degrees of freedom and symmetries, formulating power counting expansions (both dimensional and non-dimensional), field redefinitions, bottom-up and top-down effective theories, fine-tuned effective theories, matching and Wilson coefficients, reparameterization invariance, and various examples of advanced renormalization group techniques","To Identify degrees of freedom and symmetries, To Formulate power counting expansions (both dimensional and non-dimensional), Field redefinitions, Bottom-up and top-down effective theories, Fine-tuned effective theories, Matching and Wilson coefficients, Reparameterization invariance, Various examples of advanced renormalization group techniques",3,1,7093,285,12,4.02,0.17,4.21,57.48,1.97,3,16.85,107.09,27,88.83,11.17,72.54
MITx,8.MECHCx,01/07/2016,Advanced Introductory Classical Mechanics,"David E. Pritchard, Chris Chudzicki, Zhongzhou Chen","Science, Technology, Engineering, and Mathematics",Engineering,"This college-level, calculus-based Introductory Newtonian Mechanics course covers all of the topics and learning objectives specified in the College Board Course Description for Advanced Placement®Physics C (Mechanics). It covers Newton’s Laws, Kinematics, Energy, Momentum, Rigid Body Rotation, and Angular Momentum and applies these basic principles to topics including harmonic motion, orbital motion, and online laboratory activities   The course also covers applications of these basic principles to topics including simple harmonic motion, orbital motion, online laboratories, and to problems that involve more than one basic principle Our emphasis is on helping students learn expert-like ways of solving challenging problems, many of which are similar to problems on previous Advanced Placement Examinations in Mechanics C. We stress a key concept: mechanics is about forces changing motion. We apply this concept to organizing the core knowledge in a way that helps students apply it to sophisticated multi-concept problems. We feel this is the best way to prepare students for success not only on the AP Examination but also in other college-level science, technology, engineering and math courses that emphasize problem-solving., ","Newtonian Mechanics beyond a first-year introductory course , Angular momentum, planetary orbits, and harmonic motion, A unified overview of the structure of Mechanics, When and How to apply each conservation law, Expert strategies to solve multi-concept problems, To make measurements and do analyses of virtual experiments",4,1,5747,303,101,5.27,1.76,33.33,54.76,4.07,8.77,53.1,200.43,23,84.11,15.89,49.44
MITx,8.MREV,06/01/2013,Mechanics ReView,"David Pritchard, Colin Fredericks","Science, Technology, Engineering, and Mathematics",Engineering,Offered in the Summer of offers a second look at introductory Newtonian Mechanics incorporating research pedagogy developed by the RELATE education group at MIT. This report describes the course structure in terms of the number of basic e-text auto-graded problems and video components. Following a methodology established for analysis of the first 17 HarvardX and MITx courses (Ho et al HarvardX and MITx: The first year of open online courses) course registrants are described in terms of viewed explored and certified sub-populations together with demographics. The diversity of student activity in the course and the persistence of student interactions with the courseware are addressed. The report concludes with descriptions of special features in 8.MReV including innovative pedagogy and pre-post testing.,"Newtonian Mechanics beyond a first-year introductory course Angular momentum, planetary orbits, and harmonic motion A unified overview of the structure of Mechanics How and when to apply conservation laws Expert strategies to solve multi-concept problems To make measurements and do analyses of virtual experiments, ",1,1,15350,1388,1033,9.04,6.73,71.9,10.96,8.48,24.07,145.95,68.48,26,84.53,15.47,54.43
HarvardX,AI12.1x,10/31/2013,Poetry in America: The Poetry of Early New England,Elisa New,"Humanities, History, Design, Religion, and Education","Art,Culture","The Poetry of Early New England introduces students to the most important poets of the 17th century, including Anne Bradstreet, Michael Wigglesworth and Edward Taylor. Texts range from theological verse dramas to intimate love poems, from meditations on nature, family and death to reflections on the civic and communal hopes of the New England migrants. Students will be exposed to relevant poetic forms and traditions,  to rare manuscript and printed materials, and they will have opportunities to practice and refine the way they read, and write about, poems. Course materials include video lectures, roundtable and online discussions--but also interactive exercises and interpretive expeditions to key New England sites Poetry in America surveys nearly 400 years of poetry in America.  Treating individual figures (Poe, Whitman, Dickinson, Frost, Williams, Hughes), major poetic movements (Firesides, Modernist, New York, Confessional, L-A-N-G-U-A-G-E) and probing the many uses of poetry across changing times, the course provides a historical time line for the American poetic tradition while also giving students tools to approach any poetic tradition. Who, and what, are poems for? For poets? Readers? To give vent to the soul? To paint or sculpt with words? Alter consciousness? Raise cultural tone? Students will read, engage with, write about and also recite and record American poems., ",Introduction to the Poetry of Early New England Unless He Make the Pen and Scrivener Writing in the Wilderness Fear and Love: The Ministerial Poets,2,0,6446,2873,0,44.74,0,0,69.68,15.91,0,13.89,0,32,40.81,59.19,69.5
HarvardX,AI12.2x,01/15/2014,Poetry in America: Whitman,Elisa New,"Humanities, History, Design, Religion, and Education","Art,Culture","Poetry in America: Whitman introduces students to the poetry of Walt Whitman, a quintessentially American 19th-century poet, and arguably the first modern American writer. Topics include Whitman and the City, Whitman and the Self, and Whitman and the Body. This module will expose students to Whitman’s iconic long form poetry in the context of his life and times in the mid-19th-century United States. Students will encounter distinguished Americans as they read and discuss the poetry of Walt Whitman, and they will have opportunities to practice and refine the way they read, and write about, poems. Course materials include video lectures, roundtable and online discussions--but also interactive exercises and interpretive expeditions Poetry in America surveys nearly 400 years of poetry in America.  Treating individual figures (Poe, Whitman, Dickinson, Frost, Williams, Hughes), major poetic movements (Firesides, Modernist, New York, Confessional, L-A-N-G-U-A-G-E) and probing the many uses of poetry across changing times, the course provides a historical time line for the American poetic tradition while also giving students tools to approach any poetic tradition. Who, and what, are poems for? For poets? Readers? To give vent to the soul? To paint or sculpt with words? Alter consciousness? Raise cultural tone? Students will read, engage with, write about and also recite and record American poems.", Introduction to Poetry in America: Whitman Whitman and the City Whitman and the Self Whitman and the Body,2,1,8685,1838,388,21.2,4.47,21.11,68.6,19.66,14.22,19.6,13.21,32,45.54,54.46,72.49
HarvardX,AMPOx.5,05/06/2015,Poetry in America: The Civil War and Its Aftermath,Elisa New,"Humanities, History, Design, Religion, and Education","Humanities, History, Culture","This course, the fifth installment of the multi-part Poetry in America series, explores the Poetry of the Civil War and its Aftermath. Encountering such poets as Herman Melville, Julia Ward Howe, Walt Whitman, Edwin Arlington Robinson, Paul Laurence Dunbar, James Weldon Johnson, Francis Ellen Watkins Harper, Emma Lazarus, and W.E.B. Du Bois, we will examine the language of patriotism, pride, justice, violence, loss, and memory inspired by the Nation's greatest conflict. We will travel to Boston's Robert Gould Shaw and Massachusetts 54th Regiment Monument, and to Harvard's Memorial Hall, two iconic sites of Civil War public memory. Distinguished guests for this module include Harvard President Drew Faust, Pulitzer Prize-winning playwright and screenwriter Tony Kushner, Professor and Emmy Award-winning filmmaker Henry Louis Gates Jr., baritone Davone Tines, and Harvard Civil War scholar John Stauffer, among others Led by Harvard Professor Elisa New, Poetry in America surveys nearly 400 years of American poetry. Through video lectures, archival images and texts, expeditions to historic sites, interpretive seminars with large and small groups, interviews with poets and scholars, and conversations about poems with distinguished Americans, Poetry in America embarks on a journey through the literature of a nation. Distinguished guests, including President Bill Clinton, Elena Kagan, Henry Louis Gates, Eve Ensler, John McCain, Andrea Mitchell, Michael Pollan, Drew Faust, Tony Kushner, and Nas, among others, bring fresh perspectives to the study of American Poetry.","The Civil War of America death and Aftermath Of the People, By the People, For the People ",3,1,2479,1076,196,43.51,7.93,18.22,65.91,15.89,24.67,7.49,14.8,39,41.25,58.75,73.39
HarvardX,AMPOx.6,04/08/2016,Poetry in America: Modernism,Elisa New,"Humanities, History, Design, Religion, and Education","Humanities, History, Culture","This course, the sixth installment in the Poetry in America series, explores a diverse array of American Modernist poets and poems. While “Modernism” is notoriously difficult to define, the movement spanned the decades from the 1910s to the mid-1940s, and the poetry of this period marked a clear break from past traditions and past forms Throughout this module, we will encounter such poets as Robert Frost, T.S. Eliot, Marianne Moore, Langston Hughes, William Carlos Williams, Edna St. Vincent Millay, Claude McKay, Dorothy Parker, and Wallace Stevens. We will study how these poets employed the language of rejection and revolution, of making and remaking, of artistic appropriation and cultural emancipation, in creating an American poetic tradition that was new and different. Traveling to the homes and workplaces of Robert Frost and Wallace Stevens; to the Poetry Foundation in Chicago, where the institution of American Modernism was born; and even exploring the River Thames in the London of Eliot's The Waste Land, we will see the sites that witnessed—and cultivated—the rise of American Modernism Led by Harvard Professor Elisa New, the Poetry in America series surveys nearly 400 years of American poetry. Through video lectures, archival images and texts, expeditions to historic sites, interpretive seminars with large and small groups, interviews with poets and scholars, and conversations about poems with distinguished Americans, Poetry in America takes learners on a journey through the literature of a nation. Along the way, distinguished guests including Elena Kagan, Henry Louis Gates Jr., Eve Ensler, John McCain, Andrea Mitchell, Michael Pollan, Drew Faust, Tony Kushner, and Nas, among others, bring fresh perspectives to the study of American poetry."," Introduction to Poetry in America: Dickinson Robert Frost The Modernism of Chicago and the MidwesAn American Modernist Abroad New York Modernism: Exuberance, Emancipation, and Imagination  Scientific Rigor, Poetic Art: Marianne Moore, William Carlos Williams, Gertrude Stein The Harlem Renaissance and the Blues William Carlos Williams, Wallace Stevens, and Leaving Modernism",4,0,3049,759,45,24.89,1.48,5.93,72.94,18.6,1.57,24.48,59.94,36,39.5,60.5,75.44
HarvardX,AT1x,09/30/2014,AnatomyX: Musculoskeletal Cases,Trudy Van Houten,"Science, Technology, Engineering, and Mathematics",Health & Medicine,"Musculoskeletal AnatomyX invites students to join basic science and clinical faculty at Harvard Medical School (HMS) to learn about several musculoskeletal injuries commonly seen in clinical practice For each case, students visit the HMS Clinical Skills Center to observe the initial patient encounter and physical examination by an orthopedic surgeon. Following the patient encounter, students complete the interactive gross anatomy, histology and radiology learning sessions essential for understanding the case. The anatomy learning sessions include observing actual dissections in the Harvard Medical School anatomy laboratories revealing and explaining the human anatomy relevant for each clinical case After completing the case learning sessions, students review pertinent radiology images, commit to a tentative diagnosis from a list of differential diagnoses, and accompany the patient to a virtual operating room to observe the surgical treatment. In the virtual operating room, students observe narrated videos of actual surgical procedures Clinical content for each case is developed in close collaboration with leading orthopedic surgeons and radiologists at Brigham and Women’s Hospital This course will contain videos, photographs, and other content, including anatomical images and videos showing cadaver dissection, that some people may find offensive, disturbing or inappropriate.",Fundamentals of musculoskeletal anatomy Basics concepts and procedures of radiology Anatomical structures related to five common injuries,3,1,26086,4637,1583,17.78,6.07,34.14,74.36,2.73,34.46,88.43,15.3,27,50.95,49.05,62.09
HarvardX,BUS5.1x,03/31/2014,Innovating in Health Care,"Regina Herzlinger, Margo Selzer","Government, Health, and Social Science",Business & Management,"Innovating in Health Care (IHC) enables participants to meet and interact with others who are also interested in improving health care. The course focuses on evaluating and crafting business models that attain alignment between an entrepreneurial health care venture and the six factors that critically shape new health care ventures - Financing, Structure, Public Policy, Consumers, Technology, and Accountability. Innovating in Health Care discusses the impact of these factors on business models for three different kinds of innovations: consumer-focused, technology-driven, and integrations which create scale.",How to distinguish successful innovations from those likely to fail How to determine if an innovation is aligned with its environment Which elements make up a viable competitive strategy for an innovative health care venture How other elements combine to create a feasible business model for an innovative health care venture How to create a business plan,2,1,12621,2493,602,19.76,4.77,23.02,59.76,0,7.64,27.85,11.15,32,65.49,34.51,86.02
HarvardX,CB22x,03/13/2013,The Ancient Greek Hero,"Greg Nagy, L.Muellner","Humanities, History, Design, Religion, and Education","Humanities, History, Culture, Literature",The Ancient Greek Hero is a survey of ancient Greek literature focusing on classical concepts of the hero and how they can inform our understanding of the human condition. Since 1978 Professor Greg Nagy has taught the course to undergraduates at Harvard College and to students at the Harvard Extension School. In March of 2013 The Ancient Greek Hero (“HeroesX”) became one of HarvardX’s first offerings as well as one of the first humanities courses to be offered on the edX platform.HeroesX is organized around 24 “Hours” a term that emerged from the 24 hours of classroom time in the residential version of the Ancient Greek Hero. Each Hour in HeroesX includes an overview lecture from Prof. Nagy and a conversation among Nagy and various members of the HeroesX “Board of Readers” scholars and students who work with Nagy to interpret and comment on the texts. Each week also includes a set of selected passages for “close reading.” These passages are read in performance by a student and discussed by Nagy and his colleagues. In some Hours ancient texts are paired with modern media including film. This report describes one of the first HarvardX courses HeroesX. The report was prepared by researchers external to the course team based on examination of the courseware analyses of the data collected by the edX platform and interviews and consultations with the course faculty and team members. The report proceeds in six parts. We begin by describing the goals of the HeroesX course team in the belief that any learning environment should be evaluated in the context of its intents values and vision. We then describe the structure of HeroesX followed by an examination of the participants who registered for the project. With an understanding of what the course team created and the learners who took an interest in the course we then turn to examining how participants interacted with the resources including their patterns of assessment-taking persistence and overall activity. We end by examining the limits of our understanding of student learning in these online courses and the future directions of the HeroesX project. Our hope is that this report and its companion reports—including a synthetic multiple-course report and other reports from the first HarvardX courses—will inspire new avenues of research and provide insights to future course designers in designing the next generation of open online courses. ,"To read “out of,” rather than “into,” a literary text, which is the art of close reading, The definition of a “hero” in the Classical Greek sense, contrasted with modern concepts of heroism, The relationship between epic and lyric in the ancient Greek tradition, To explore the interaction of text and image in the ancient Greek tradition, About hero cult and the role of heroes as objects of worship in ancient Greece, About the connection between myth and ritual in ancient Greec",1,1,25873,1803,1395,6.99,5.41,77.09,77.05,13.76,18.05,140.72,46.26,32,53.31,46.69,71.95
HarvardX,CS50x,01/01/2014,Introduction to Computer Science,David Malan,Computer Science,Computer Science,"Introduction to the intellectual enterprises of computer science and the art of programming. This course teaches students how to think algorithmically and solve problems efficiently. Topics include abstraction, algorithms, data structures, encapsulation, resource management, security, software engineering, and web development. Languages include C, Python, SQL, and JavaScript plus CSS and HTML. Problem sets inspired by real-world domains of biology, cryptography, finance, forensics, and gaming. Designed for majors and non-majors alike, with or without prior programming experience.","Binary, what is an algorithm, Scratch Compiling, C intro Searching and sorting algorithms, big O notation Pointers, memory allocation, hexadecimal C structs, linked lists, hash tables, trees, tries, recursion HTML, CSS, Javascript, TCP/IPn Python Notes,  Running a website server, Flask, Jinja templates. Cookies and website sessions, SQL and databases. Recap of previous lectures. “Seminar” lectures available on different technologies to give ideas for final projects.",3,1,259577,22894,1208,8.82,0.47,5.24,72.41,0,0,853.36,0,27,77.89,22.11,54.82
MITx,CTL.SC1x,05/27/2015,Supply Chain and Logistics Fundamentals,Chris Caplice,"Government, Health, and Social Science",Business & Management,"Supply Chain Fundamentals course provides the foundational skills for supply chain management and logistics. You will learn how to develop and apply analytic tools, approaches, and techniques used in the design and operation of logistics systems and integrated supply chains. The material is taught from a managerial perspective, with an emphasis on where and how specific tools can be used to improve the overall performance and reduce the total cost of a supply chain. We place a strong emphasis on the development and use of fundamental mathematical models to illustrate the underlying concepts involved in both intra- and inter-company logistics operations.","Demand Forecasting, Planning, and Management Inventory Planning, Management, and Control Transportation Planning, Management, and Execution",3,1,19996,3481,1392,17.41,6.96,39.99,69.82,16.42,20.19,344.95,131.05,29,75.98,24.02,81.29
MITx,CTL.SC2x,09/30/2015,Supply Chain Design,"Chris Caplice, Yossi Sheffi, James Blayney Rice Jr., Jarrod Goentzel","Government, Health, and Social Science",Business & Management,"Supply Chain Design covers all aspects involved in the design of supply chains for companies and organizations anywhere in the world. The course is divided into four main topic areas: Physical flow design, Supply chain finance, Information flow design, and Organization/Process design. In the design of physical flows, we show how to formulate and solve Transportation, Transshipment, Facility Location, and Network Design Problems. For financial flows we show how to translate supply chain concepts and actions into the language of the Chief Financial Officer (CFO) of a company. We cover Activity Based Costing, Working Capital, the Cash-to-Cash cycle and Discounted Cash Flow Analysis. The design of the information flow section describes how firms communicate with suppliers (procurement, risk contracts), internal resources (production planning, bills of materials, material requirements planning), and customers (Sales & Operations Planning and other collaboration based processes). In the last section, we introduce performance metric design and organizational design within the supply chain organization focusing mainly on the centralize/decentralize decision.",Supply Chain Network Design Supply Chain Finance Supplier Management Production and Demand Planning Process and Organizational Design,4,1,14679,3836,1848,26.13,12.59,48.18,74.52,12.98,26.53,316.74,115.81,29,78.21,21.79,85.02
HarvardX,ENGSCI137x,06/08/2016,Energy Within Environmental Constraints,David Keith,"Science, Technology, Engineering, and Mathematics",Environmental Studies,"Humanity faces an immense challenge: providing abundant energy to everyone without wrecking the planet. If we want a high-energy future while protecting the natural world for our children, we must consider the environmental consequences of energy production and use. But money matters too: energy solutions that ignore economic costs are not realistic—particularly in a world where billions of people currently can't afford access to basic energy services. How can we proceed?","How to estimate economic costs of reducing environmental impacts How energy flows through modern economies, from initial resources to end users The environmental impacts of today's energy system, focusing on air pollution, climate, and land use Details on nuclear and solar power: technology, costs, policy, unique challenges and problems How to critically compare energy options, including quantitative and qualitative analysis",4,0,8017,1515,339,18.9,4.23,22.38,70.89,17.28,29.46,94.63,94.35,27,68.41,31.59,74.91
HarvardX,ER22x,03/02/2013,Justice,Michael Sandel,"Humanities, History, Design, Religion, and Education",Humanities,"Taught by lauded Harvard professor Michael Sandel, Justice explores critical analysis of classical and contemporary theories of justice, including discussion of present-day applications. Topics include affirmative action, income distribution, same-sex marriage, the role of markets, debates about rights (human rights and property rights), arguments for and against equality, dilemmas of loyalty in public and private life. The course invites learners to subject their own views on these controversies to critical examination.","The fundamentals of political philosophy An understanding of social justice and criminal justice, and the roles they play in the modern justice system A deeper sense of the philosophy that underlies modern issues such as affirmative action, same sex marriage, and equality",1,1,58779,9425,5438,16.05,9.26,51.07,---,21.86,20.98,186.61,13.67,30,60.42,39.58,69.78
HarvardX,GSE1.1x,09/16/2014,Unlocking the Immunity to Change: A New Approach to Personal Improvement,"Robert Kegan (Bob), Lisa Lahey","Humanities, History, Design, Religion, and Education","Biology, Life Sciences","Do you have a personal improvement goal that has proven resistant to your sincerest intentions, smartest plans, and best efforts? If so, then this course is for you. Last spring, we kicked off a world-wide experiment to see if Kegan and Lahey’s ground-breaking, award-winning approach (the Immunity to Change process) could be deployed online to help tens of thousands of people make lasting changes at work or in their private lives. The experiment was largely a success! Many participants succeeded at making important changes in their lives.","A new model of change the Immunity to Change processHow to identify an important, meaningful self-improvement goal to work on over the length of the course How to complete an Immunity to Change map How to successfully participate in self-reflection exercises and develop tests of their assumptions How to begin to overturn your “psychic immune system” and make measurable progress on an improvement goal",3,1,13305,1798,699,13.53,5.26,38.88,65.64,22.34,38.16,51.77,20.99,37,43.21,56.79,80.95
HarvardX,GSE2x,07/08/2014,Leaders of Learning,Richard Elmore,"Humanities, History, Design, Religion, and Education",Education & Teaching,"All of us carry explicit or implicit theories of learning. They manifest themselves in the ways we learn, the ways we teach, and the ways we think about leadership and learning In Leaders of Learning, you will identify and develop your personal theory of learning, and explore how it fits into the shifting landscape of learning. This isn’t just about schools, it’s about the broader and bigger world of learning The education sector is undergoing great transformation, and in the coming decades will continue to change. How we learn, what we learn, where we learn, and why we learn; all these questions will be reexamined. In Leaders of Learning we will explore learning, leadership, organizational structure, and physical design.",How to define your personal theory of learning What leadership looks like in different learning environments How an organization's structure reflects its theories of learning How physical and digital design shape learning How neuroscience will affect the future of learning,2,1,36805,7752,3942,21.07,10.71,50.85,73.66,20.46,30.58,103.05,12.71,31,54.3,45.7,77.57
HarvardX,GSE3x,05/12/2015,Introduction to Data Wise: A Collaborative Process to Improve Learning and Teaching,Kathryn Parker Boudett,"Humanities, History, Design, Religion, and Education",Education & Teaching,"Educators have an ever-increasing stream of data at their fingertips, but knowing how to use this data to improve learning and teaching — how to make it less overwhelming, more useful, and part of an effective collaborative process — can be challenging Based on the book Data Wise: A Step-by-Step Guide to Using Assessment Results to Improve Teaching and Learning, this course describes a clear, 8-step process for using a wide range of data sources to improve instruction. You will see what this disciplined way of working with colleagues can look and feel like in a school setting. You will also have the opportunity to share insights and experiences about school improvement with educators from around the world.","Understand what the Data Wise Improvement Process is and how it can help you improve teaching and learning Build skills in looking at a wide range of data sources, including test scores, student work, and teaching practice Identify next steps in supporting a culture of collaborative data inquiry in your setting Understand what the Data Wise Improvement Process is and how it can help you improve teaching and learning",4,1,8286,1784,807,21.54,9.74,45.24,62.44,0.1,21.02,20.03,9.66,35,46.39,53.61,87.58
HarvardX,HLS2x,01/07/2016,Contracts Law: From Trust to Promise to Contract,Charles Fried,"Government, Health, and Social Science",Business & Management,"Learn about contracts from Harvard Law Professor Charles Fried, one of the world's leading authorities on contract law. Contracts are promises that the law will enforce. But when will the law refuse to honor a promise? What happens when one party does not hold to their part of the deal? This version of the course adds new units on Interpretation, Agency, Partnerships, Corporations, and Government Regulation We are exposed to contracts in all areas of our life -- agreeing to terms when downloading a new computer program, hiring a contractor to repair a leaking roof, and even ordering a meal at a restaurant. Knowing the principles of contracts is not just a skill needed by lawyers, it illuminates for everyone a crucial institution that we use all the time and generally take for granted This contract law course, with new materials and updated case examples, is designed to introduce the range of issues that arise when entering and enforcing contracts. It will provide an introduction to what a contract is and also analyze the purpose and significance of contracts. Then, it will discuss the intent to create legal relations, legality and morality, and the distinction between gifts and bargains. The course also investigates common pitfalls: one-sided promises, mistake, fraud, and frustration. With the knowledge of what makes contracts and how they can go wrong, Professor Fried will discuss remedies and specific performance. Finally, Professor Fried will introduce how contracts can create rights for third parties The course's instructor, Charles Fried, has been teaching at Harvard Law School for more than 50 years and has written extensively on contracts. Not only is Professor Fried a leading authority on contract law, but he also utilizes a story-telling approach to explaining the topic, which creates a unique and interesting class experience.","A theoretical background of contracts, trust, and promise How to form contracts through valid offer and acceptance 	Limits to enforcing contracts issues excusing contractual performance Available remedies for contractual breaches Third parties' ability to enforce contracts The limitations of contract law How courts interpret contracts Relationship of Contracts to Agency, Partnership, Corporations and Regulation How to read through contracts to apply these key concepts and understand potential issues and outcomes",4,1,13798,3365,2231,24.39,16.17,66.3,59.13,24.03,38.35,97.71,28.01,29,60.16,39.84,75.91
HarvardX,HLS3x,03/10/2015,JuryX: Deliberations for Social Change,Charles Nesson,"Government, Health, and Social Science","Social Sciences, Law","Deliberations for Social Change, an experiment in online civic discourse, you are invited to engage with Professor Nesson and others with an understanding that each of us starts from a place of anonymity. Through a series of asynchronous and synchronous online group activities, you will explore a deliberative system by which emotionally charged issues can be discussed Although you will learn a bit about the history of jury and even serve as a member of a virtual jury for a mock criminal case, this experiment is about active participation in the deliberative process and how you might use that framework to facilitate dialogue within your own affinity group or community.","How to deliberate for social change using a process designed to move a community or affinity group from difference to consensus How to reflect upon your participation in the deliberative process How to use web-based tools to discuss emotionally charged issues 	A high-level history of the jury",3,1,4091,977,379,23.92,9.28,38.69,65.36,14.27,15.4,5.88,3.55,27,55.72,44.28,62.24
HarvardX,HSPH-HMS214x,10/14/2013,Fundamentals of Clinical Trials,"James Ware, Elliott Antman, Julie Buring, Graham McMahon, Marcia Testa, Robert Truog","Government, Health, and Social Science",Data Analysis & Statistics,"This course will provide an introduction to the scientific, statistical, and ethical aspects of clinical trials research. Topics include the design, implementation, and analysis of trials, including first-in-human studies (dose-finding, safety, proof of concept, and Phase I), Phase II, Phase III, and Phase IV studies. All aspects of the development of a study protocol will be addressed, including criteria for the selection of participants, treatments, and endpoints, randomization procedures, sample size determination, data analysis, and study interpretation. The ethical issues that arise at each phase of therapy development will be explored.","The scientific, statistical, and ethical aspects of clinical trials research How to design, implement, and analyze data from clinical trials How to interpret results from clinical trials The ethical issues that arise at each phase of therapy development",2,1,28384,5037,2407,17.76,8.48,47.79,60.92,11.07,22.68,104.37,20.2,31,54.95,45.05,86.27
